id,age,income,loan_amount,loan_term,credit_score,employment_status,loan_purpose,existing_loans,income_variability,loan_status
5893,62,5133,43760,60,843,Self-Employed,Home,1,High,1
5894,61,13765,33942,48,756,Unemployed,Business,4,Low,1
5895,54,6221,37209,24,452,Unemployed,Home,2,High,0
5896,59,8192,44365,48,314,Unemployed,Education,1,Low,1
5897,61,5671,6407,12,742,Self-Employed,Car,0,Low,0
5898,64,6941,30976,48,603,Self-Employed,Home,4,Low,1
5899,57,11988,46969,36,544,Self-Employed,Business,4,High,1
5900,21,14466,43325,60,754,Unemployed,Business,0,High,0
5901,35,3604,20515,24,658,Employed,Home,2,Low,1
5902,52,3902,41174,60,351,Self-Employed,Car,3,High,0
5903,28,14191,16794,48,310,Employed,Car,4,High,0
5904,53,6588,10700,24,526,Employed,Home,0,High,0
5905,38,13696,13127,60,413,Self-Employed,Business,4,Low,0
5906,49,10160,32391,36,836,Self-Employed,Car,3,Low,1
5907,52,12811,15740,12,386,Self-Employed,Car,0,Low,1
5908,53,4349,6545,12,549,Unemployed,Car,4,High,0
5909,25,7059,28691,36,549,Employed,Education,0,Low,1
5910,38,9928,21518,12,720,Employed,Home,0,High,1
5911,30,9120,40627,36,509,Employed,Car,3,Low,0
5912,56,6364,33054,48,820,Employed,Car,0,Low,1
5913,53,6719,18057,36,847,Unemployed,Home,2,High,1
5914,43,8243,11003,12,356,Self-Employed,Education,4,Low,0
5915,60,10081,39032,48,362,Self-Employed,Business,1,Low,1
5916,25,12864,23156,36,637,Unemployed,Business,2,High,1
5917,54,11010,32563,36,831,Self-Employed,Home,2,Low,0
5918,44,4677,46579,48,305,Employed,Car,0,High,1
5919,37,2547,11725,24,810,Unemployed,Car,2,High,1
5920,51,14624,26682,12,760,Unemployed,Business,2,High,1
5921,27,10550,32727,24,655,Employed,Business,2,Low,1
5922,37,5361,44582,48,518,Unemployed,Home,0,High,1
5923,48,3924,21185,48,666,Employed,Education,2,High,1
5924,58,14647,41740,60,663,Unemployed,Home,1,High,1
5925,42,14634,12594,60,689,Self-Employed,Home,2,High,0
5926,35,7243,12199,48,594,Employed,Home,0,High,1
5927,57,6647,44032,60,804,Self-Employed,Education,0,Low,0
5928,35,8681,32350,36,587,Unemployed,Home,3,Low,0
5929,45,4701,20874,24,476,Unemployed,Home,3,Low,1
5930,41,12122,9480,48,598,Unemployed,Home,1,Low,1
5931,58,2421,35435,36,583,Unemployed,Car,4,Low,0
5932,22,2335,35120,12,353,Unemployed,Education,3,Low,0
5933,47,11718,11619,12,619,Self-Employed,Car,2,Low,0
5934,52,2056,7607,60,778,Employed,Car,0,Low,1
5935,41,5950,14382,60,841,Unemployed,Business,3,Low,1
5936,24,9055,13580,36,520,Unemployed,Home,0,High,1
5937,64,5147,24788,12,642,Unemployed,Car,2,Low,1
5938,39,5537,27026,48,513,Self-Employed,Home,0,Low,1
5939,22,8428,22173,24,621,Unemployed,Home,0,Low,1
5940,46,2721,28280,60,314,Unemployed,Home,3,Low,1
5941,54,14269,39262,36,779,Unemployed,Car,0,Low,0
5942,34,2385,11710,60,433,Employed,Business,2,Low,1
5943,35,4817,38588,36,323,Employed,Education,1,Low,1
5944,40,9426,17228,12,676,Unemployed,Business,0,High,1
5945,54,13079,31055,60,441,Employed,Home,0,Low,1
5946,56,9115,36152,36,738,Unemployed,Business,2,Low,0
5947,39,12911,25449,36,623,Unemployed,Business,4,Low,1
5948,29,2259,32706,60,421,Employed,Business,2,Low,0
5949,27,6488,35466,24,599,Employed,Education,3,Low,1
5950,50,10791,27585,48,640,Unemployed,Business,3,Low,0
5951,33,9536,49025,12,478,Employed,Education,1,Low,1
5952,47,5255,29279,60,507,Employed,Car,0,Low,1
5953,64,11231,16837,60,465,Employed,Business,1,Low,1
5954,55,6048,29209,24,340,Self-Employed,Home,1,High,1
5955,33,10947,17220,12,374,Self-Employed,Car,0,Low,0
5956,35,13769,8965,60,779,Self-Employed,Education,0,Low,1
5957,29,5157,47276,24,647,Self-Employed,Education,2,High,1
5958,43,12950,43768,48,571,Self-Employed,Business,1,Low,1
5959,56,2476,32230,36,465,Unemployed,Education,1,Low,1
5960,60,7283,28629,48,385,Employed,Business,3,Low,1
5961,23,11791,46920,48,454,Self-Employed,Home,1,Low,0
5962,54,4359,32870,48,522,Employed,Home,2,Low,1
5963,39,9405,22373,48,716,Unemployed,Car,4,Low,1
5964,48,10024,34155,36,661,Employed,Education,1,High,0
5965,43,3261,47685,12,645,Employed,Home,2,High,1
5966,60,8323,38474,12,445,Unemployed,Education,2,Low,1
5967,27,7937,28036,24,366,Unemployed,Home,4,High,1
5968,61,3582,9847,24,816,Employed,Car,2,Low,0
5969,32,13030,25714,60,358,Employed,Business,3,Low,0
5970,34,13762,17893,48,315,Unemployed,Business,4,Low,1
5971,35,3498,9649,48,785,Self-Employed,Education,3,Low,1
5972,23,10940,35571,36,475,Self-Employed,Home,1,Low,1
5973,35,12578,16613,48,621,Self-Employed,Car,1,Low,0
5974,44,10722,44364,36,760,Self-Employed,Car,2,Low,1
5975,28,14979,29428,60,435,Employed,Business,2,Low,1
5976,25,4209,46382,24,727,Self-Employed,Home,4,High,1
5977,24,6063,27533,24,841,Self-Employed,Car,1,Low,1
5978,34,14060,15106,60,621,Unemployed,Home,0,Low,1
5979,36,9228,37313,60,635,Unemployed,Education,2,Low,1
5980,40,11300,25394,48,812,Unemployed,Car,4,Low,1
5981,44,7666,17277,24,470,Unemployed,Education,2,High,1
5982,26,10681,20448,12,428,Employed,Business,4,Low,0
5983,51,10196,18133,60,717,Employed,Business,1,Low,0
5984,26,10267,49142,24,696,Employed,Home,2,Low,1
5985,55,7372,9646,24,360,Self-Employed,Education,2,Low,0
5986,35,8150,18708,36,416,Self-Employed,Business,0,High,1
5987,49,12920,11090,24,772,Employed,Business,1,Low,1
5988,23,2472,31634,60,696,Self-Employed,Car,4,Low,1
5989,31,13401,31221,48,517,Self-Employed,Car,0,High,0
5990,23,11573,49047,24,776,Self-Employed,Car,4,Low,0
5991,48,2837,20392,12,567,Self-Employed,Car,2,High,1
5992,30,10794,48752,60,375,Self-Employed,Home,3,Low,0
5993,53,3186,40304,48,368,Unemployed,Education,2,High,1
5994,36,8461,24643,48,744,Employed,Home,1,High,1
5995,30,3481,44647,60,597,Employed,Car,4,Low,0
5996,53,13464,19793,48,773,Self-Employed,Education,0,Low,0
5997,56,9699,36794,12,459,Self-Employed,Business,2,High,1
5998,23,9332,12438,24,307,Unemployed,Car,4,High,0
5999,25,2231,23895,60,784,Employed,Education,0,Low,1
6000,32,2327,23474,24,387,Unemployed,Education,2,Low,1
6001,64,8381,42402,24,440,Unemployed,Car,3,High,1
6002,33,7239,21951,48,840,Employed,Home,3,Low,1
6003,44,2949,21504,60,824,Unemployed,Car,2,Low,0
6004,64,12078,11768,24,642,Unemployed,Education,1,Low,1
6005,52,9038,13507,36,515,Employed,Home,3,High,1
6006,36,10048,34810,12,805,Employed,Home,4,High,1
6007,52,14287,5620,48,373,Employed,Home,1,High,0
6008,57,4297,25447,60,368,Unemployed,Home,1,Low,1
6009,56,3307,38221,60,522,Self-Employed,Education,2,Low,1
6010,41,10389,24118,48,685,Self-Employed,Education,4,Low,0
6011,32,14703,5958,24,584,Self-Employed,Car,4,Low,0
6012,41,4779,15200,48,421,Unemployed,Education,0,High,1
6013,41,9318,34318,60,740,Unemployed,Car,3,High,1
6014,63,5336,38530,36,756,Self-Employed,Business,3,Low,0
6015,26,7335,34840,24,463,Employed,Education,1,Low,1
6016,29,11530,27904,48,562,Employed,Car,1,Low,1
6017,21,11883,23435,60,391,Unemployed,Home,2,Low,0
6018,32,10407,37071,60,635,Self-Employed,Home,4,High,1
6019,34,9502,46156,60,613,Unemployed,Education,3,Low,0
6020,26,9526,29191,36,765,Unemployed,Business,0,Low,0
6021,21,3649,11746,24,700,Self-Employed,Home,3,Low,0
6022,42,4862,33484,48,784,Unemployed,Car,3,Low,1
6023,54,10801,43658,24,576,Employed,Car,3,Low,1
6024,31,12750,11053,60,365,Employed,Home,1,Low,0
6025,23,2917,39048,36,500,Self-Employed,Home,4,High,1
6026,62,14444,21519,36,767,Unemployed,Home,4,High,0
6027,26,10353,45645,60,733,Employed,Business,3,High,0
6028,26,6137,7545,24,437,Self-Employed,Business,4,Low,1
6029,40,9347,19447,24,351,Self-Employed,Education,2,Low,1
6030,41,7449,34959,36,751,Self-Employed,Car,1,Low,1
6031,22,7682,16677,12,457,Unemployed,Education,1,Low,1
6032,46,4811,13560,36,505,Self-Employed,Education,4,Low,0
6033,51,5421,8662,36,641,Unemployed,Car,3,Low,0
6034,46,6215,18055,48,615,Self-Employed,Car,3,Low,0
6035,52,11290,44497,36,435,Unemployed,Car,3,Low,1
6036,30,4721,17798,12,374,Employed,Education,4,High,1
6037,43,12900,9808,36,748,Unemployed,Business,3,High,1
6038,26,10314,13048,24,368,Employed,Car,4,Low,1
6039,43,12892,18107,48,501,Employed,Home,0,Low,1
6040,48,5253,11520,48,466,Self-Employed,Business,4,Low,0
6041,50,13253,21928,36,420,Employed,Business,2,Low,0
6042,34,14153,28501,48,396,Unemployed,Business,3,Low,0
6043,57,2788,41191,48,676,Employed,Business,3,Low,1
6044,52,2256,34476,36,790,Unemployed,Car,1,High,1
6045,54,6025,31948,12,352,Unemployed,Education,4,High,1
6046,61,7956,9483,36,308,Unemployed,Home,0,Low,0
6047,64,8741,44887,24,630,Self-Employed,Home,3,Low,0
6048,42,5654,22481,60,550,Unemployed,Education,1,Low,0
6049,51,9660,15718,12,659,Self-Employed,Education,4,High,1
6050,27,5251,20373,36,648,Employed,Business,1,High,1
6051,61,7268,28244,12,423,Employed,Car,0,High,1
6052,41,13781,43203,60,498,Self-Employed,Home,4,Low,0
6053,36,14967,32629,48,710,Employed,Business,3,Low,1
6054,40,9176,36257,48,679,Employed,Business,4,Low,1
6055,63,9562,23327,60,804,Employed,Car,3,Low,0
6056,64,10799,39487,48,394,Employed,Home,2,Low,0
6057,39,6426,10768,12,329,Unemployed,Education,3,Low,1
6058,52,5927,29866,48,391,Employed,Business,1,Low,1
6059,35,7326,49649,60,314,Unemployed,Home,0,Low,1
6060,25,4152,14166,60,759,Employed,Home,4,Low,0
6061,31,10738,35743,60,322,Self-Employed,Business,2,Low,0
6062,35,9888,21798,24,625,Self-Employed,Home,2,High,0
6063,49,12096,14042,12,386,Unemployed,Car,2,Low,1
6064,24,7474,16969,60,492,Self-Employed,Home,1,Low,0
6065,56,11874,12203,12,562,Unemployed,Car,3,High,0
6066,43,2488,9641,24,728,Employed,Business,2,High,1
6067,35,3822,33536,12,659,Self-Employed,Home,0,Low,0
6068,64,9760,19374,36,732,Unemployed,Car,0,Low,0
6069,23,7622,19546,24,807,Unemployed,Car,4,High,1
6070,52,5121,19102,24,348,Employed,Home,0,Low,1
6071,30,5774,38359,48,467,Employed,Business,3,High,0
6072,60,8446,38517,60,740,Self-Employed,Education,3,Low,1
6073,58,13264,39987,24,527,Unemployed,Education,2,Low,1
6074,42,5452,14029,12,513,Employed,Home,3,Low,1
6075,34,10841,16322,36,453,Self-Employed,Home,3,Low,1
6076,37,10839,49441,12,706,Unemployed,Education,2,Low,1
6077,41,7481,46493,12,317,Employed,Business,4,Low,1
6078,35,10572,17654,36,766,Self-Employed,Car,3,High,1
6079,35,9833,14965,48,643,Self-Employed,Education,3,High,0
6080,21,12258,12508,60,623,Employed,Business,1,Low,1
6081,44,9117,40338,24,545,Employed,Education,4,Low,0
6082,32,12055,27132,60,359,Unemployed,Business,2,Low,0
6083,30,12482,5264,48,793,Unemployed,Education,1,High,1
6084,62,14416,21025,36,348,Employed,Business,1,Low,1
6085,62,11391,46341,60,552,Self-Employed,Business,4,Low,0
6086,51,14696,16488,12,682,Employed,Business,3,High,0
6087,31,6887,47126,24,608,Unemployed,Car,2,Low,1
6088,36,4990,48438,24,844,Unemployed,Business,4,Low,0
6089,29,11299,5388,48,357,Employed,Education,1,High,0
6090,34,5447,7071,48,363,Unemployed,Business,0,Low,0
6091,39,2221,29970,36,424,Self-Employed,Business,2,Low,1
6092,51,9618,19454,48,360,Unemployed,Home,0,Low,1
6093,29,11631,12840,60,679,Self-Employed,Business,3,Low,0
6094,56,8588,34654,24,437,Unemployed,Business,4,Low,1
6095,59,2617,16849,36,365,Self-Employed,Home,3,High,1
6096,46,4570,25403,48,478,Employed,Car,4,Low,1
6097,28,8309,15431,12,470,Self-Employed,Business,1,High,0
6098,44,4755,27442,24,643,Employed,Home,3,Low,1
6099,28,4790,11630,36,486,Unemployed,Business,0,Low,1
6100,39,9826,18008,24,526,Self-Employed,Car,1,High,0
6101,50,14134,7859,60,565,Self-Employed,Education,4,Low,1
6102,42,5309,7393,48,491,Unemployed,Business,1,Low,1
6103,29,9152,34144,48,425,Unemployed,Education,0,Low,1
6104,64,6054,19091,48,773,Self-Employed,Home,2,Low,0
6105,24,9056,27455,12,398,Employed,Business,4,Low,0
6106,57,9424,39818,60,643,Unemployed,Home,2,Low,0
6107,28,9681,8121,12,542,Self-Employed,Education,1,Low,1
6108,21,8508,14116,60,319,Unemployed,Business,3,Low,0
6109,48,2224,9971,60,658,Unemployed,Education,4,High,1
6110,26,9139,49535,60,732,Employed,Home,1,Low,1
6111,56,12433,34644,48,786,Employed,Car,4,Low,1
6112,31,14344,29079,48,629,Employed,Car,0,Low,1
6113,25,10136,33327,48,606,Self-Employed,Car,1,Low,1
6114,44,13888,41122,12,484,Unemployed,Home,3,High,1
6115,38,5350,42242,36,634,Employed,Car,4,High,1
6116,40,5827,8397,60,805,Self-Employed,Business,3,High,0
6117,48,3403,44049,12,762,Employed,Car,3,High,1
6118,33,6212,17412,48,302,Employed,Education,0,Low,1
6119,25,2409,10521,48,474,Unemployed,Business,2,High,1
6120,50,3916,34151,36,832,Self-Employed,Education,1,High,1
6121,21,13630,8472,48,597,Unemployed,Education,2,Low,0
6122,42,6067,10481,60,417,Employed,Education,2,High,0
6123,38,4859,43977,24,505,Unemployed,Education,0,Low,1
6124,25,9072,24883,48,434,Self-Employed,Business,3,High,0
6125,51,12175,28379,36,502,Employed,Home,3,Low,0
6126,26,4051,29265,24,334,Employed,Business,1,High,1
6127,47,5701,46391,60,329,Employed,Car,0,High,0
6128,45,10214,28656,60,727,Employed,Car,4,Low,0
6129,49,4968,14304,60,556,Self-Employed,Home,3,Low,0
6130,48,10936,26080,36,680,Unemployed,Car,1,Low,1
6131,36,2601,48013,24,481,Self-Employed,Business,4,High,1
6132,32,13227,17445,60,507,Employed,Car,2,Low,0
6133,40,9934,45314,48,738,Self-Employed,Car,0,Low,1
6134,38,7274,27857,24,641,Employed,Education,4,Low,0
6135,54,3842,33894,60,677,Employed,Business,3,Low,1
6136,43,12866,43570,24,710,Unemployed,Education,1,High,1
6137,47,14368,5544,48,826,Employed,Home,1,Low,1
6138,37,4662,44420,12,682,Self-Employed,Business,0,Low,1
6139,41,10674,21052,60,764,Self-Employed,Education,2,High,1
6140,60,6036,32734,48,692,Unemployed,Business,3,Low,1
6141,51,4639,40396,36,450,Unemployed,Car,2,Low,1
6142,23,7526,41219,60,668,Employed,Home,0,High,1
6143,37,13503,46497,12,406,Employed,Car,0,Low,0
6144,46,14320,6436,48,438,Employed,Car,2,High,0
6145,43,7368,16007,48,579,Employed,Business,4,Low,1
6146,26,9143,33341,24,371,Self-Employed,Home,4,Low,1
6147,48,14567,36014,60,804,Employed,Business,0,High,0
6148,28,8103,40830,12,405,Unemployed,Car,4,Low,0
6149,28,5825,12551,36,800,Self-Employed,Home,4,Low,1
6150,39,12391,18113,24,458,Self-Employed,Home,1,Low,0
6151,58,11874,42179,60,449,Employed,Car,2,Low,1
6152,49,7670,9841,12,313,Employed,Business,1,Low,1
6153,43,6796,45729,24,304,Self-Employed,Car,1,Low,1
6154,52,5608,22102,12,572,Unemployed,Car,0,Low,1
6155,30,8878,42964,12,637,Employed,Car,0,Low,0
6156,47,3018,24111,24,510,Self-Employed,Business,0,Low,0
6157,21,7349,16093,24,626,Self-Employed,Home,1,Low,0
6158,59,6760,12546,60,765,Employed,Education,3,Low,0
6159,49,13162,36799,24,378,Unemployed,Car,1,Low,1
6160,23,3311,26584,60,476,Self-Employed,Home,1,High,1
6161,57,11610,24361,12,431,Self-Employed,Education,1,High,1
6162,51,4500,19484,24,591,Self-Employed,Home,4,Low,1
6163,31,4667,19101,60,677,Employed,Business,4,Low,1
6164,42,8034,47774,60,715,Self-Employed,Education,0,High,1
6165,38,11578,41248,36,643,Self-Employed,Education,1,Low,1
6166,55,7230,47701,60,676,Employed,Education,1,Low,0
6167,26,11336,18261,60,784,Unemployed,Car,0,High,1
6168,23,12255,18209,36,445,Self-Employed,Education,2,Low,0
6169,25,6834,33647,48,831,Employed,Business,3,Low,1
6170,29,3546,13221,24,595,Unemployed,Business,3,Low,0
6171,48,4145,24877,36,644,Employed,Education,2,High,1
6172,39,4163,30557,60,696,Unemployed,Home,0,High,0
6173,48,5012,37998,60,774,Employed,Car,2,High,0
6174,47,6444,12526,24,824,Unemployed,Home,3,Low,0
6175,33,14519,43049,12,345,Unemployed,Car,2,Low,1
6176,58,13374,6251,36,727,Employed,Car,1,Low,0
6177,63,5423,37588,48,522,Self-Employed,Business,4,Low,1
6178,41,14193,11889,24,322,Unemployed,Car,1,Low,1
6179,47,9179,33766,24,366,Employed,Education,3,Low,0
6180,26,5559,34146,36,782,Self-Employed,Car,4,Low,1
6181,58,11748,39546,60,505,Self-Employed,Business,4,High,1
6182,31,4686,13052,60,557,Employed,Business,2,High,1
6183,61,4332,37548,48,845,Employed,Car,1,Low,0
6184,37,8066,42638,36,552,Unemployed,Car,2,Low,1
6185,59,3656,6147,24,488,Employed,Car,3,Low,0
6186,27,8779,7847,36,452,Self-Employed,Home,4,Low,0
6187,50,8038,25234,12,376,Employed,Education,2,Low,0
6188,41,10736,24454,24,839,Self-Employed,Car,4,Low,1
6189,21,10583,38388,48,668,Self-Employed,Education,1,Low,0
6190,45,7289,38731,48,453,Employed,Business,3,Low,1
6191,52,8220,44983,24,454,Self-Employed,Education,1,High,0
6192,28,12180,48820,60,570,Self-Employed,Car,2,Low,0
6193,25,14277,31076,24,808,Unemployed,Business,2,High,1
6194,50,2296,35752,24,689,Self-Employed,Car,0,Low,1
6195,28,8473,21003,12,367,Unemployed,Education,1,High,1
6196,39,3086,12418,24,431,Unemployed,Education,3,Low,1
6197,64,14557,22710,36,564,Unemployed,Home,4,High,1
6198,50,8359,5121,36,519,Unemployed,Education,0,High,1
6199,35,13453,42081,48,588,Self-Employed,Business,3,Low,1
6200,56,7194,32773,60,378,Self-Employed,Car,1,Low,1
6201,64,7805,22566,48,619,Employed,Education,4,Low,1
6202,47,14797,38562,12,617,Unemployed,Car,3,Low,1
6203,33,8722,47584,24,786,Self-Employed,Home,0,Low,0
6204,34,11308,25655,48,690,Unemployed,Car,4,Low,0
6205,57,11268,13483,24,338,Unemployed,Car,1,Low,0
6206,50,2495,37688,48,498,Employed,Education,4,High,1
6207,59,4995,45094,24,404,Unemployed,Education,1,Low,0
6208,33,2093,46450,48,806,Self-Employed,Car,2,Low,0
6209,36,14912,30209,36,628,Self-Employed,Home,2,High,1
6210,64,6324,23556,12,607,Self-Employed,Business,1,Low,0
6211,27,8393,32962,48,521,Self-Employed,Business,3,Low,0
6212,47,7510,20638,36,326,Unemployed,Business,0,Low,1
6213,55,2720,43754,60,450,Self-Employed,Business,2,High,0
6214,35,7075,41675,48,472,Employed,Car,3,Low,1
6215,48,8325,26083,24,321,Unemployed,Car,4,Low,0
6216,55,14554,12081,12,844,Self-Employed,Car,2,High,0
6217,27,7099,18353,36,693,Self-Employed,Car,3,High,0
6218,40,14568,24852,36,346,Employed,Home,0,Low,1
6219,52,6026,10760,12,424,Unemployed,Car,4,Low,1
6220,58,14247,18771,48,634,Employed,Car,2,Low,0
6221,60,7057,5490,24,594,Employed,Car,2,Low,1
6222,52,8810,9263,60,836,Self-Employed,Education,0,Low,0
6223,46,3106,12769,48,837,Self-Employed,Business,1,Low,1
6224,59,7305,30334,12,596,Employed,Education,2,Low,0
6225,40,14124,22581,48,343,Unemployed,Home,1,Low,1
6226,38,13914,37749,48,321,Unemployed,Home,0,Low,1
6227,35,9734,16635,12,525,Unemployed,Business,0,High,1
6228,42,8674,6904,12,848,Employed,Business,3,High,1
6229,42,11563,10269,60,673,Unemployed,Car,2,Low,1
6230,41,10614,35968,12,303,Self-Employed,Business,4,High,1
6231,22,4005,6650,12,323,Employed,Home,4,High,1
6232,60,14741,17467,12,621,Employed,Car,0,Low,0
6233,63,14794,40959,36,838,Employed,Home,4,High,1
6234,38,7261,37795,12,671,Unemployed,Education,4,High,1
6235,43,14603,27644,12,664,Unemployed,Car,4,Low,1
6236,33,2763,40518,12,368,Self-Employed,Car,3,Low,0
6237,61,13560,32280,60,771,Unemployed,Education,3,High,0
6238,29,11089,7879,48,804,Unemployed,Home,0,Low,1
6239,27,11144,9357,12,612,Unemployed,Business,4,Low,0
6240,61,13114,33301,12,371,Unemployed,Car,0,High,0
6241,21,7691,15865,60,545,Self-Employed,Business,0,Low,0
6242,22,9059,7832,48,372,Self-Employed,Education,0,High,0
6243,24,6479,40877,60,827,Self-Employed,Home,3,Low,0
6244,34,13389,33868,24,339,Unemployed,Home,3,Low,1
6245,52,6198,47420,24,338,Unemployed,Home,2,High,0
6246,56,11091,36403,24,355,Employed,Business,4,High,1
6247,22,6023,10758,12,471,Employed,Business,1,Low,1
6248,60,6205,7921,60,601,Unemployed,Business,3,Low,1
6249,34,5641,39201,12,789,Employed,Business,1,Low,1
6250,40,5543,9428,24,731,Self-Employed,Car,4,Low,1
6251,45,7591,45466,48,303,Self-Employed,Business,4,High,1
6252,62,13833,13111,48,560,Self-Employed,Education,3,Low,1
6253,28,14957,28247,60,848,Employed,Car,1,Low,1
6254,48,9243,35447,48,709,Self-Employed,Home,0,Low,0
6255,41,13282,17366,24,564,Self-Employed,Business,0,Low,0
6256,43,14671,35564,60,314,Self-Employed,Business,3,Low,1
6257,52,8116,14975,60,387,Unemployed,Car,1,High,0
6258,28,8333,7642,24,398,Unemployed,Home,3,Low,0
6259,51,2761,45345,24,516,Self-Employed,Home,0,Low,1
6260,57,4407,18849,24,709,Self-Employed,Education,4,Low,0
6261,36,2885,41479,24,490,Unemployed,Car,3,Low,0
6262,60,8222,24344,60,514,Unemployed,Education,0,High,1
6263,62,4643,26214,48,326,Employed,Car,4,Low,0
6264,47,13435,43226,24,481,Unemployed,Car,3,Low,1
6265,60,11427,31155,36,458,Self-Employed,Car,3,Low,1
6266,61,13125,27522,60,529,Unemployed,Home,0,Low,1
6267,38,7110,11680,12,534,Self-Employed,Education,0,Low,1
6268,55,3468,17507,48,685,Employed,Education,4,High,1
6269,35,8292,14419,60,829,Unemployed,Business,2,Low,1
6270,47,10201,43753,24,583,Employed,Education,4,Low,1
6271,37,7661,27559,36,370,Self-Employed,Business,3,Low,1
6272,60,10983,8160,12,803,Self-Employed,Business,3,High,1
6273,22,8063,49233,48,514,Self-Employed,Home,3,Low,0
6274,51,9015,12872,24,416,Self-Employed,Business,0,High,1
6275,57,11854,12839,60,399,Employed,Car,3,Low,0
6276,61,8323,20652,60,594,Unemployed,Car,3,Low,0
6277,61,10935,11859,48,476,Unemployed,Home,4,High,1
6278,54,4428,38520,36,431,Self-Employed,Car,0,Low,0
6279,54,13685,18304,24,356,Self-Employed,Car,4,Low,1
6280,23,14738,8980,48,312,Employed,Education,2,Low,1
6281,37,11308,44093,48,492,Employed,Home,4,High,1
6282,34,12633,5425,60,809,Self-Employed,Car,4,Low,0
6283,34,9108,13141,48,452,Self-Employed,Home,2,Low,1
6284,58,3354,15057,12,322,Unemployed,Home,4,Low,1
6285,55,7827,36803,12,329,Unemployed,Car,3,Low,0
